ID,Site,Latitude_WGS84,Longitude_WGS84,Ecoregion_Level_3,MAP,MAT,Elevation_ft,Cumulative_Precip,Precip_since_monitor,Date_Seeded,Date_Monitored,Treatment,Sand_Category,Clay_Category,Relative_Seed_Mix,Plot,Seeded_Sps_Fx_Grp,Density,Height,Source
3991,Petrified Forest NM2020,34.88926,-109.75942,Arizona/New Mexico Plateau,243.62,12.6,5386,18.48,18.48,7/23/2020,10/7/2020,Seed Only,high,high,Warm,26,NA,0,0,empty
3992,Petrified Forest NM2020,34.88926,-109.75942,Arizona/New Mexico Plateau,243.62,12.6,5386,18.48,18.48,7/23/2020,10/7/2020,Seed Only,high,high,Cool,35,NA,0,0,empty
6970,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,A.Control,high,low,NA,35,NA,21,45,Invasive
6986,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,A.Control,high,low,NA,25,NA,11,55,Invasive
6992,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,A.Control,high,low,NA,9,NA,9,45,Invasive
7004,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,A.Control,high,low,NA,35,NA,7,45,Invasive
7007,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,A.Control,high,low,NA,12,NA,6,120,Invasive
7023,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,A.Control,high,low,NA,25,NA,4,100,Native_Recruited
7033,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,A.Control,high,low,NA,9,NA,3,90,Invasive
7042,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,A.Control,high,low,NA,12,NA,3,25,Native_Recruited
7045,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,A.Control,high,low,NA,35,NA,2,200,Native_Recruited
7074,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,A.Control,high,low,NA,25,NA,1,150,Invasive
7080,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,A.Control,high,low,NA,12,NA,1,100,Native_Recruited
7101,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,A.Control,high,low,NA,25,NA,1,50,Native_Recruited
7102,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,A.Control,high,low,NA,35,NA,1,50,Native_Recruited
7117,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,A.Control,high,low,NA,25,NA,1,30,Native_Recruited
7124,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,A.Control,high,low,NA,35,NA,1,25,Native_Recruited
7128,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,A.Control,high,low,NA,25,NA,1,20,Native_Recruited
7135,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,A.Control,high,low,NA,12,NA,1,10,Invasive
12568,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,245.632,35.632,11/22/2019,10/15/2020,A.Control,high,low,NA,9,NA,0,0,empty
12569,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,245.632,35.632,11/22/2019,10/15/2020,A.Control,high,low,NA,12,NA,0,0,empty
12570,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,245.632,35.632,11/22/2019,10/15/2020,A.Control,high,low,NA,25,NA,0,0,empty
12571,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,245.632,35.632,11/22/2019,10/15/2020,A.Control,high,low,NA,35,NA,0,0,empty
6971,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Warm,32,annual forb,21,40,Seeded
6973,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Cool,28,NA,19,55,Invasive
6975,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Warm,24,NA,16,60,Invasive
6976,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Warm,10,NA,16,50,Invasive
6977,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Warm,10,annual forb,14,45,Seeded
6979,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Warm,24,annual forb,13,50,Seeded
6980,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Cool,3,NA,12,80,Invasive
6984,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Warm,6,NA,11,65,Invasive
6988,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Warm,10,NA,10,70,Invasive
6990,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Cool,19,NA,10,45,Invasive
6993,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Warm,32,NA,9,40,Invasive
6996,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Warm,24,NA,9,15,Native_Recruited
7002,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Cool,15,NA,7,100,Invasive
7008,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Cool,28,annual forb,6,80,Seeded
7009,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Cool,19,NA,6,55,Native_Recruited
7010,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Warm,6,NA,6,50,Invasive
7013,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Cool,15,annual forb,5,170,Seeded
7022,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Warm,24,NA,4,110,Native_Recruited
7025,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Cool,3,annual forb,4,65,Seeded
7030,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Warm,24,NA,4,25,Native_Recruited
7043,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Warm,32,NA,3,25,Native_Recruited
7049,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Cool,19,annual forb,2,100,Seeded
7056,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Cool,3,perennial forb legume,2,65,Seeded
7060,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Warm,32,NA,2,50,Invasive
7062,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Cool,15,perennial forb,2,40,Seeded
7063,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Cool,19,NA,2,35,Native_Recruited
7069,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Cool,15,NA,1,350,Invasive
7070,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Cool,19,NA,1,300,Invasive
7071,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Cool,3,NA,1,240,Invasive
7073,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Warm,10,NA,1,180,Native_Recruited
7077,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Warm,24,NA,1,135,Invasive
7081,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Warm,6,NA,1,100,Native_Recruited
7083,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Cool,28,NA,1,95,Invasive
7091,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Warm,24,NA,1,74,Native_Recruited
7097,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Cool,19,NA,1,60,Invasive
7098,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Cool,3,NA,1,60,Native_Recruited
7104,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Warm,6,NA,1,50,Native_Recruited
7105,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Cool,28,NA,1,45,Native_Recruited
7123,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Warm,6,NA,1,25,Native_Recruited
7126,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Cool,28,NA,1,25,Native_Recruited
7132,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Warm,32,NA,1,15,Native_Recruited
7134,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,ConMod,high,low,Cool,19,perennial forb,1,10,Seeded
12560,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,245.632,35.632,11/22/2019,10/15/2020,ConMod,high,low,Warm,24,shrub,1,20,Seeded
12561,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,245.632,35.632,11/22/2019,10/15/2020,ConMod,high,low,Cool,3,NA,0,0,empty
12562,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,245.632,35.632,11/22/2019,10/15/2020,ConMod,high,low,Warm,6,NA,0,0,empty
12563,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,245.632,35.632,11/22/2019,10/15/2020,ConMod,high,low,Warm,10,NA,0,0,empty
12564,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,245.632,35.632,11/22/2019,10/15/2020,ConMod,high,low,Cool,15,NA,0,0,empty
12565,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,245.632,35.632,11/22/2019,10/15/2020,ConMod,high,low,Cool,19,NA,0,0,empty
12566,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,245.632,35.632,11/22/2019,10/15/2020,ConMod,high,low,Cool,28,NA,0,0,empty
12567,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,245.632,35.632,11/22/2019,10/15/2020,ConMod,high,low,Warm,32,NA,0,0,empty
6974,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Warm,14,NA,16,70,Invasive
6981,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Cool,4,annual forb,12,60,Seeded
6987,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Warm,31,annual forb,11,55,Seeded
6989,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Warm,22,NA,10,60,Invasive
6991,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Cool,18,NA,9,80,Invasive
6998,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Warm,26,NA,8,60,Invasive
7000,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Warm,22,NA,8,40,Native_Recruited
7014,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Cool,29,NA,5,130,Invasive
7018,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Cool,29,perennial forb legume,5,50,Seeded
7019,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Cool,23,annual forb,5,45,Seeded
7021,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Cool,18,annual forb,4,200,Seeded
7027,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Cool,29,annual forb,4,50,Seeded
7032,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Warm,22,NA,3,150,Native_Recruited
7034,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Cool,23,NA,3,60,Invasive
7035,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Warm,14,annual forb,3,60,Seeded
7038,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Warm,14,NA,3,50,Native_Recruited
7046,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Warm,26,NA,2,160,Native_Recruited
7051,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Warm,26,NA,2,82,Invasive
7054,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Warm,31,NA,2,70,Invasive
7055,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Warm,14,NA,2,65,Invasive
7057,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Cool,23,perennial forb legume,2,65,Seeded
7058,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Cool,4,NA,2,60,Invasive
7059,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Cool,23,NA,2,55,Invasive
7064,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Cool,23,NA,2,35,Native_Recruited
7065,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Cool,4,perennial forb legume,2,35,Seeded
7066,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Warm,22,NA,2,22,Native_Recruited
7067,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Warm,31,NA,2,20,Native_Recruited
7076,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Warm,14,NA,1,140,Invasive
7078,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Cool,18,NA,1,120,Invasive
7084,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Warm,22,NA,1,95,Invasive
7087,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Warm,22,annual forb,1,90,Seeded
7088,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Cool,4,NA,1,80,Invasive
7092,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Warm,31,NA,1,72,Native_Recruited
7095,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Cool,23,NA,1,64,Native_Recruited
7099,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Cool,18,perennial forb legume,1,60,Seeded
7110,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Cool,29,NA,1,40,Native_Recruited
7111,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Warm,26,NA,1,40,Native_Recruited
7121,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Warm,26,annual forb,1,30,Seeded
7133,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Cool,23,NA,1,15,Native_Recruited
7136,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Cool,23,perennial forb,1,7,Seeded
7139,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Mulch,high,low,Cool,23,perennial forb,1,5,Seeded
12572,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,245.632,35.632,11/22/2019,10/15/2020,Mulch,high,low,Cool,4,NA,0,0,empty
12573,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,245.632,35.632,11/22/2019,10/15/2020,Mulch,high,low,Warm,14,NA,0,0,empty
12574,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,245.632,35.632,11/22/2019,10/15/2020,Mulch,high,low,Cool,18,NA,0,0,empty
12575,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,245.632,35.632,11/22/2019,10/15/2020,Mulch,high,low,Warm,22,NA,0,0,empty
12576,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,245.632,35.632,11/22/2019,10/15/2020,Mulch,high,low,Cool,23,NA,0,0,empty
12577,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,245.632,35.632,11/22/2019,10/15/2020,Mulch,high,low,Warm,26,NA,0,0,empty
12578,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,245.632,35.632,11/22/2019,10/15/2020,Mulch,high,low,Cool,29,NA,0,0,empty
12579,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,245.632,35.632,11/22/2019,10/15/2020,Mulch,high,low,Warm,31,NA,0,0,empty
6969,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Pits,high,low,Warm,13,NA,26,40,Invasive
6994,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Pits,high,low,Warm,21,annual forb,9,30,Seeded
6995,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Pits,high,low,Warm,5,NA,9,25,Invasive
6999,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Pits,high,low,Cool,1,annual forb,8,50,Seeded
7001,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Pits,high,low,Cool,1,NA,8,15,Invasive
7005,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Pits,high,low,Cool,27,NA,7,25,Invasive
7006,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Pits,high,low,Cool,17,NA,7,,Invasive
7017,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Pits,high,low,Cool,8,annual forb,5,55,Seeded
7036,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Pits,high,low,Warm,33,annual forb,3,60,Seeded
7044,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Pits,high,low,Cool,8,NA,3,25,Invasive
7068,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Pits,high,low,Warm,33,NA,2,10,Invasive
7082,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Pits,high,low,Cool,17,annual forb,1,100,Seeded
7085,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Pits,high,low,Warm,13,NA,1,90,Invasive
7089,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Pits,high,low,Warm,5,NA,1,80,Invasive
7096,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Pits,high,low,Warm,33,NA,1,60,Invasive
7106,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Pits,high,low,Cool,27,NA,1,45,Invasive
7109,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Pits,high,low,Cool,8,NA,1,43,Native_Recruited
7112,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Pits,high,low,Warm,33,NA,1,40,Native_Recruited
7115,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Pits,high,low,Cool,1,perennial forb legume,1,38,Seeded
7116,Roosevelt Lake,33.611153,-111.039686,Sonoran Basin and Range,417.48,19.9,2500,210.243,210.243,11/22/2019,3/25/2020,Pits,high,low,Warm,5,annual forb,1,35,Seeded
